National Center for Education Statistics
"Number of full-time, first-time students receiving financial aid, by state and  type of aid: 2019-20"

Year,State,Any financial aid,"Grants or scholarships from the federal government, state/local government, or the institution",Federal grants,Pell grants,Other federal grants,State/local government grants or scholarships ,Institutional grants or scholarships ,Loans to students,Federal loans,Other loans
2004,Kentucky,"29,933",N/A,"14,205",N/A,N/A,"20,592","10,329","14,038",N/A,N/A
2004,Louisiana,"37,769",N/A,"21,718",N/A,N/A,"13,651","10,693","19,614",N/A,N/A
2004,Maine,"8,548",N/A,"4,641",N/A,N/A,"2,990","4,567","6,418",N/A,N/A
2004,Maryland,"28,339",N/A,"14,275",N/A,N/A,"6,720","9,901","17,781",N/A,N/A
2004,Massachusetts,"46,817",N/A,"17,681",N/A,N/A,"13,525","28,457","33,396",N/A,N/A
2004,Michigan,"63,656",N/A,"26,844",N/A,N/A,"37,176","27,892","34,213",N/A,N/A
2004,Minnesota,"39,994",N/A,"15,732",N/A,N/A,"16,710","15,713","29,411",N/A,N/A
2004,Mississippi,"24,375",N/A,"16,199",N/A,N/A,"6,441","10,612","8,143",N/A,N/A
2004,Missouri,"40,536",N/A,"18,914",N/A,N/A,"9,326","18,928","22,474",N/A,N/A
2004,Montana,"6,372",N/A,"3,011",N/A,N/A,"1,743","2,719","3,975",N/A,N/A
2004,Nebraska,"14,340",N/A,"6,260",N/A,N/A,"3,891","8,433","8,609",N/A,N/A
2004,Nevada,"8,487",N/A,"3,574",N/A,N/A,"4,304","1,532","3,988",N/A,N/A
2004,New Hampshire,"9,617",N/A,"2,843",N/A,N/A,"2,009","5,666","7,905",N/A,N/A
2004,New Jersey,"44,597",N/A,"26,229",N/A,N/A,"16,080","14,237","27,088",N/A,N/A
2004,New Mexico,"12,772",N/A,"7,193",N/A,N/A,"7,060","4,401","4,522",N/A,N/A
2004,New York,"152,006",N/A,"85,664",N/A,N/A,"94,053","56,909","90,861",N/A,N/A
2004,North Carolina,"46,921",N/A,"23,990",N/A,N/A,"17,984","18,559","26,527",N/A,N/A
2004,North Dakota,"7,435",N/A,"3,393",N/A,N/A,"1,372","3,642","5,683",N/A,N/A
2004,Ohio,"80,620",N/A,"38,149",N/A,N/A,"33,956","36,229","53,749",N/A,N/A
2004,Oklahoma,"32,924",N/A,"19,850",N/A,N/A,"8,705","12,629","17,018",N/A,N/A
2004,Oregon,"18,522",N/A,"9,275",N/A,N/A,"3,097","9,021","13,017",N/A,N/A
2004,Pennsylvania,"106,453",N/A,"46,990",N/A,N/A,"39,160","47,573","84,878",N/A,N/A
2004,Rhode Island,"12,572",N/A,"5,011",N/A,N/A,"2,494","7,236","8,915",N/A,N/A
2004,South Carolina,"30,539",N/A,"14,084",N/A,N/A,"19,274","8,738","13,680",N/A,N/A
2004,South Dakota,"7,721",N/A,"3,638",N/A,N/A,"1,811","3,554","6,108",N/A,N/A
2004,Tennessee,"38,014",N/A,"22,834",N/A,N/A,"7,469","13,718","19,794",N/A,N/A
2004,Texas,"140,736",N/A,"91,094",N/A,N/A,"36,421","38,346","83,695",N/A,N/A
2004,Utah,"16,119",N/A,"7,303",N/A,N/A,"1,717","7,268","5,907",N/A,N/A
2004,Vermont,"4,931",N/A,"1,703",N/A,N/A,"1,471","3,445","3,799",N/A,N/A
2004,Virginia,"42,579",N/A,"20,285",N/A,N/A,"13,788","13,983","26,450",N/A,N/A
2004,Washington,"25,723",N/A,"12,019",N/A,N/A,"9,490","10,232","15,413",N/A,N/A
2004,West Virginia,"13,741",N/A,"8,169",N/A,N/A,"5,965","4,840","9,210",N/A,N/A
2004,Wisconsin,"31,822",N/A,"11,714",N/A,N/A,"14,529","10,451","23,718",N/A,N/A
2004,Wyoming,"5,167",N/A,"2,015",N/A,N/A,"1,097","1,816","3,131",N/A,N/A
2003,Alabama,"28,577",N/A,"16,013",N/A,N/A,"4,801","11,368","12,226",N/A,N/A
2003,Alaska,"1,988",N/A,828,N/A,N/A,236,712,956,N/A,N/A
2003,Arizona,"38,105",N/A,"21,438",N/A,N/A,"1,805","8,574","26,143",N/A,N/A
2003,Arkansas,"18,960",N/A,"11,320",N/A,N/A,"2,276","8,974","7,804",N/A,N/A
2003,California,"160,996",N/A,"103,564",N/A,N/A,"58,698","45,015","97,665",N/A,N/A
2003,Colorado,"29,485",N/A,"14,634",N/A,N/A,"7,628","8,499","18,428",N/A,N/A
2003,Connecticut,"19,768",N/A,"8,340",N/A,N/A,"4,911","9,328","13,954",N/A,N/A
2003,Delaware,"5,326",N/A,"2,015",N/A,N/A,"1,084","2,690","2,935",N/A,N/A
2003,District of Columbia,"7,217",N/A,"2,969",N/A,N/A,890,"3,916","4,670",N/A,N/A
2003,Florida,"109,309",N/A,"61,393",N/A,N/A,"48,029","27,592","55,077",N/A,N/A
2003,Georgia,"58,905",N/A,"25,169",N/A,N/A,"38,010","9,353","22,841",N/A,N/A
2003,Hawaii,"4,177",N/A,"2,678",N/A,N/A,604,"1,212","2,083",N/A,N/A
2003,Idaho,"9,274",N/A,"5,746",N/A,N/A,"3,193","3,801","5,198",N/A,N/A
2003,Illinois,"64,529",N/A,"32,051",N/A,N/A,"27,264","26,586","37,986",N/A,N/A
2003,Indiana,"44,194",N/A,"18,033",N/A,N/A,"13,668","20,209","28,828",N/A,N/A
2003,Iowa,"28,617",N/A,"11,967",N/A,N/A,"6,052","15,233","21,355",N/A,N/A
2003,Kansas,"19,949",N/A,"9,721",N/A,N/A,"2,627","12,598","12,298",N/A,N/A
2003,Kentucky,"30,948",N/A,"14,953",N/A,N/A,"21,443","11,506","13,315",N/A,N/A
2003,Louisiana,"36,845",N/A,"21,374",N/A,N/A,"14,140","10,512","17,950",N/A,N/A
2003,Maine,"8,025",N/A,"4,199",N/A,N/A,"3,062","4,371","5,894",N/A,N/A
2003,Maryland,"24,764",N/A,"12,028",N/A,N/A,"7,225","9,099","14,796",N/A,N/A
2003,Massachusetts,"46,687",N/A,"18,255",N/A,N/A,"14,672","25,259","34,643",N/A,N/A
2003,Michigan,"58,839",N/A,"25,508",N/A,N/A,"34,858","25,301","29,684",N/A,N/A
2003,Minnesota,"41,403",N/A,"15,312",N/A,N/A,"17,296","17,406","29,100",N/A,N/A
2003,Mississippi,"25,171",N/A,"17,278",N/A,N/A,"6,602","10,534","8,486",N/A,N/A
2003,Missouri,"39,923",N/A,"19,412",N/A,N/A,"9,146","18,609","23,346",N/A,N/A
2003,Montana,"5,892",N/A,"2,900",N/A,N/A,"1,613","2,640","3,888",N/A,N/A
2003,Nebraska,"14,976",N/A,"6,878",N/A,N/A,"4,030","8,257","10,117",N/A,N/A
2003,Nevada,"7,084",N/A,"2,780",N/A,N/A,"3,853",973,"3,053",N/A,N/A
2003,New Hampshire,"9,405",N/A,"2,936",N/A,N/A,"2,057","5,646","7,648",N/A,N/A
2003,New Jersey,"42,038",N/A,"24,741",N/A,N/A,"15,507","13,842","26,749",N/A,N/A
2003,New Mexico,"12,296",N/A,"6,756",N/A,N/A,"6,901","4,127","4,494",N/A,N/A
2003,New York,"141,482",N/A,"80,717",N/A,N/A,"85,642","55,333","80,702",N/A,N/A
2003,North Carolina,"43,142",N/A,"21,340",N/A,N/A,"15,505","18,085","23,249",N/A,N/A
2003,North Dakota,"6,913",N/A,"3,276",N/A,N/A,"1,303","3,345","5,245",N/A,N/A
2003,Ohio,"78,280",N/A,"37,761",N/A,N/A,"32,434","34,601","50,697",N/A,N/A
2003,Oklahoma,"31,494",N/A,"19,271",N/A,N/A,"7,805","12,823","16,673",N/A,N/A
2003,Oregon,"19,495",N/A,"9,653",N/A,N/A,"3,658","8,607","13,188",N/A,N/A
2003,Pennsylvania,"106,915",N/A,"48,947",N/A,N/A,"39,179","44,801","76,451",N/A,N/A
2003,Rhode Island,"11,122",N/A,"4,675",N/A,N/A,"2,431","6,770","8,885",N/A,N/A
2003,South Carolina,"28,242",N/A,"13,064",N/A,N/A,"17,615","8,654","12,878",N/A,N/A
2003,South Dakota,"6,879",N/A,"3,128",N/A,N/A,"1,465","3,462","5,304",N/A,N/A
2003,Tennessee,"37,687",N/A,"22,957",N/A,N/A,"8,340","13,469","19,163",N/A,N/A
2003,Texas,"134,086",N/A,"85,406",N/A,N/A,"42,386","41,655","74,119",N/A,N/A
2003,Utah,"16,310",N/A,"6,984",N/A,N/A,"1,403","6,894","5,570",N/A,N/A
2003,Vermont,"4,761",N/A,"1,658",N/A,N/A,"1,349","3,398","3,784",N/A,N/A
2003,Virginia,"40,612",N/A,"19,789",N/A,N/A,"12,445","14,879","26,660",N/A,N/A
2003,Washington,"27,273",N/A,"12,654",N/A,N/A,"8,209","10,970","16,762",N/A,N/A
2003,West Virginia,"14,365",N/A,"8,239",N/A,N/A,"5,112","5,706","8,415",N/A,N/A
2003,Wisconsin,"30,765",N/A,"11,579",N/A,N/A,"14,517","10,293","21,667",N/A,N/A
2003,Wyoming,"5,227",N/A,"2,002",N/A,N/A,"1,064","1,635","3,042",N/A,N/A
2002,Alabama,"25,763",N/A,"14,569",N/A,N/A,"5,037","10,296","11,682",N/A,N/A
2002,Alaska,"2,033",N/A,805,N/A,N/A,107,821,"1,018",N/A,N/A
2002,Arizona,"35,659",N/A,"20,504",N/A,N/A,"2,482","8,268","23,238",N/A,N/A
2002,Arkansas,"18,119",N/A,"10,719",N/A,N/A,"4,412","7,281","5,974",N/A,N/A
2002,California,"158,619",N/A,"102,634",N/A,N/A,"58,398","44,265","90,841",N/A,N/A
2002,Colorado,"27,365",N/A,"12,978",N/A,N/A,"7,308","8,881","17,462",N/A,N/A
2002,Connecticut,"18,725",N/A,"7,434",N/A,N/A,"5,225","8,232","13,518",N/A,N/A
2002,Delaware,"4,952",N/A,"1,870",N/A,N/A,"1,221","2,569","2,734",N/A,N/A
2002,District of Columbia,"7,142",N/A,"2,698",N/A,N/A,715,"4,375","5,217",N/A,N/A
2002,Florida,"103,463",N/A,"56,863",N/A,N/A,"46,729","27,468","48,952",N/A,N/A
2002,Georgia,"51,807",N/A,"21,444",N/A,N/A,"35,866","9,064","21,621",N/A,N/A
2002,Hawaii,"3,845",N/A,"2,328",N/A,N/A,670,"1,087","1,882",N/A,N/A
2002,Idaho,"8,940",N/A,"5,170",N/A,N/A,"4,596","4,153","4,469",N/A,N/A
2002,Illinois,"60,381",N/A,"28,700",N/A,N/A,"27,890","25,267","32,768",N/A,N/A
2002,Indiana,"42,169",N/A,"16,720",N/A,N/A,"16,142","18,250","26,961",N/A,N/A
2002,Iowa,"27,927",N/A,"11,273",N/A,N/A,"6,094","14,198","19,903",N/A,N/A
2002,Kansas,"19,780",N/A,"9,656",N/A,N/A,"2,568","12,003","10,953",N/A,N/A
2002,Kentucky,"28,923",N/A,"13,305",N/A,N/A,"20,084","10,071","12,257",N/A,N/A
2002,Louisiana,"34,840",N/A,"20,237",N/A,N/A,"13,902","9,932","16,762",N/A,N/A
2002,Maine,"7,490",N/A,"4,002",N/A,N/A,"2,985","4,383","5,607",N/A,N/A
2002,Maryland,"22,245",N/A,"10,381",N/A,N/A,"8,437","9,760","12,865",N/A,N/A
2002,Massachusetts,"43,646",N/A,"16,497",N/A,N/A,"13,161","24,635","31,424",N/A,N/A
2002,Michigan,"56,960",N/A,"22,907",N/A,N/A,"32,965","24,560","30,122",N/A,N/A
2002,Minnesota,"39,451",N/A,"14,524",N/A,N/A,"18,212","15,988","26,378",N/A,N/A
2002,Mississippi,"23,124",N/A,"15,682",N/A,N/A,"8,221","10,240","9,334",N/A,N/A
2002,Missouri,"41,181",N/A,"20,112",N/A,N/A,"9,051","19,240","24,155",N/A,N/A
2002,Montana,"5,600",N/A,"2,629",N/A,N/A,"1,644","2,640","3,365",N/A,N/A
2002,Nebraska,"14,812",N/A,"6,270",N/A,N/A,"3,888","8,665","9,176",N/A,N/A
2002,Nevada,"8,173",N/A,"3,299",N/A,N/A,"3,759","1,854","4,046",N/A,N/A
2002,New Hampshire,"8,302",N/A,"2,597",N/A,N/A,"1,723","4,919","6,796",N/A,N/A
2002,New Jersey,"40,858",N/A,"23,170",N/A,N/A,"16,231","13,845","26,293",N/A,N/A
2002,New Mexico,"10,863",N/A,"6,091",N/A,N/A,"6,765","3,102","3,645",N/A,N/A
2002,New York,"136,967",N/A,"77,651",N/A,N/A,"85,677","53,681","81,955",N/A,N/A
2002,North Carolina,"39,149",N/A,"19,599",N/A,N/A,"15,847","17,079","20,999",N/A,N/A
2002,North Dakota,"6,543",N/A,"2,986",N/A,N/A,967,"3,261","4,973",N/A,N/A
2002,Ohio,"82,151",N/A,"34,792",N/A,N/A,"48,171","34,931","45,896",N/A,N/A
2002,Oklahoma,"30,430",N/A,"18,832",N/A,N/A,"7,467","12,979","15,293",N/A,N/A
2002,Oregon,"19,086",N/A,"9,071",N/A,N/A,"3,920","7,855","11,777",N/A,N/A
2002,Pennsylvania,"101,180",N/A,"45,177",N/A,N/A,"38,734","41,701","72,689",N/A,N/A
2002,Rhode Island,"10,985",N/A,"4,496",N/A,N/A,"2,939","6,840","7,465",N/A,N/A
2002,South Carolina,"23,597",N/A,"11,856",N/A,N/A,"10,894","8,437","12,853",N/A,N/A
2002,South Dakota,"6,632",N/A,"2,970",N/A,N/A,"1,030","3,279","5,333",N/A,N/A
2002,Tennessee,"33,697",N/A,"21,079",N/A,N/A,"7,494","12,984","16,246",N/A,N/A
2002,Texas,"111,875",N/A,"68,283",N/A,N/A,"36,356","38,771","57,759",N/A,N/A
2002,Utah,"15,703",N/A,"7,497",N/A,N/A,"1,102","7,416","6,388",N/A,N/A
2002,Vermont,"4,808",N/A,"1,716",N/A,N/A,"1,387","3,431","3,692",N/A,N/A
2002,Virginia,"38,058",N/A,"18,770",N/A,N/A,"13,336","12,431","23,942",N/A,N/A
2002,Washington,"24,852",N/A,"11,362",N/A,N/A,"8,899","8,549","14,749",N/A,N/A
2002,West Virginia,"13,274",N/A,"7,712",N/A,N/A,"3,931","5,191","8,025",N/A,N/A
2002,Wisconsin,"30,165",N/A,"10,922",N/A,N/A,"15,878","9,678","20,802",N/A,N/A
2002,Wyoming,"4,994",N/A,"1,885",N/A,N/A,"1,024","1,304","3,058",N/A,N/A

"Pell grants, other federal grants, federal and other loans were not collected prior to 2007-08."
"This table presents data collected from Title IV institutions in the United States. Prior to 2009-10, the data include only Title IV primarily postsecondary institutions."
"SOURCE: U.S. Department of Education, National Center for Education Statistics, Integrated Postsecondary Education Data System (IPEDS), Student Financial Aid 2019-20 provisional data."
Types of aid will not sum to students receiving any financial aid because students with more than one source of financial aid were counted for each type of aid they were awarded but were included only once in the any financial aid count. Any financial aid can include Federal work study and other sources known to the institution.
"Prior to academic year 2010-11, the data represents students receiving aid, rather than students awarded aid. Students awarded aid include those who were awarded aid and accepted while student receiving aid include those who were awarded and disbursed aid"
